,title,author_info,rating,pros,cons,helpful
493,A good place to work will recommend,"May 24, 2021 - Customer Relationship Manager",4.0,Good place to work with nice management,There is no con as such,Be the first to find this review helpful
494,Solid employer,"May 2, 2021 - Production Supervisor in Uitenhage",5.0,"Job security, good benefits, major brand",Uncertainty of South African political future,Be the first to find this review helpful
495,Good,"Apr 30, 2021 - Testing Engineer in Wolfsburg, Lower Saxony",5.0,Very good and encouraging company,Nothing to mention it's just good,Be the first to find this review helpful
496,good to work,"Apr 29, 2021 - Assistant Manager in Berlin",5.0,best environment for work and good benefits,no downsides of working with volkswagen,Be the first to find this review helpful
497,recruitment of IT profiles,"Apr 28, 2021 - Talent Acquisition in Póvoa de Lisboa",5.0,multinational environment with career progression,a lot of internal bureaucracy,Be the first to find this review helpful
498,Great Company,"Apr 26, 2021 - Mechanical Engineer in Poznań, Greater Poland",5.0,-health care -summer benefits - good payment - intresting duties - ...,-huge corpo - a lot of papper work - working with ppl - .. -...,Be the first to find this review helpful
499,JOB OPPORTUNITY,"Apr 26, 2021 - Legal Internship in São Paulo, São Paulo",5.0,"Recognition, knowledge, networking, professional evolution, work from home, travel","no hours flexibility, no bonuses, no rewards incentives, lack of communication, no investments in health",Be the first to find this review helpful
500,Best of,"Apr 23, 2021 - Senior IT Consultant in Bratislava",5.0,employer employer employer employer employer,colleagues colleagues colleagues colleagues colleagues,Be the first to find this review helpful
501,-,"May 8, 2021 - Engineer in Wolfsburg, Lower Saxony",4.0,"Experience, fun, always learning, free time","A lot of work, burned topics.",Be the first to find this review helpful
502,Exciting company to work for,"Apr 23, 2021 - Manager in Uitenhage",5.0,"Challenging, international exposure, great development; good remuneration",Can be stressful; tough targets,Be the first to find this review helpful
503,Great,"May 7, 2021 - Vehicle Logistics in Milton Keynes, England",4.0,Good employer and great culture,Good not bad in any concern,Be the first to find this review helpful
504,nice place to work,"Apr 21, 2021 - Anonymous Employee",5.0,great place to be at,liked working there all the time,Be the first to find this review helpful
505,Okayish,"Apr 28, 2021 - Associate Software Engineer in Pune",2.0,Overall experience is good Good environment to work,Not great hike for beginners,Be the first to find this review helpful
506,Review Volkswagen,"Apr 12, 2021 - Maintenance Engineer",5.0,Good work place and good work life balance,No cons all good about this company,Be the first to find this review helpful
507,Good,"Apr 8, 2021 - Manager in Chennai",5.0,Very nice to work in it,Bad transient communication is not well,Be the first to find this review helpful
508,"Lazy, transactional culture","Apr 20, 2021 - Anonymous Employee in Taguig",3.0,-A subsidiary of an Ayala company -A bit of the Ayala group of companies benefits -Work-life balance,"-Low pay, no salary increase unless you're a suck-up. HR is not fair with benefits and pay. -Lazy culture. No teamwork. They only work to get paid, but there's no passion, dedication to excel and help the company -Rare that you'll get career growth",Be the first to find this review helpful
509,Financial controller expert,"Apr 21, 2021 - Financial Controller in Luxembourg",3.0,"Good working place, apple macbook et casual dress code","inequality, favouritism, no transparent, and the list goes on",Be the first to find this review helpful
510,Good,"Apr 19, 2021 - Store Assistant in Vadodara",4.0,This company is Focus of quality and better customer service.,I think this is not for a this company . My experience is good so ..,Be the first to find this review helpful
511,Good company with great benefits,"Apr 10, 2021 - Supervisor Purchasing and Procurement in Uitenhage",4.0,Great benefits and well adapted to work-life balance,Production location not great Base Salary not market related,Be the first to find this review helpful
512,Great place to work,"Jan 7, 2021 - Product Manager",5.0,Career progression is a great focus,Lack of local senior management in importers,Be the first to find this review helpful
513,transformation needed,"Apr 13, 2021 - IT Manager in Dalian, Liaoning",3.0,bether than other facotry in the city Stable,product will be end of life no innovation not develop low payment,Be the first to find this review helpful
514,Great employer,"Jan 11, 2021 - PR Manager in Moscow, Moskva",5.0,Nice salaries and bonuses through the year,Not a lot of growing opportunities,Be the first to find this review helpful
515,Very good cars,"Apr 11, 2021 - Anonymous Employee",4.0,"Good car, fast car, four wheel good.","Bad man, furious man, too many sequel",Be the first to find this review helpful
516,Do not recommend.,"Feb 25, 2021 - Business Development",1.0,Company car scheme - literally the only decent benefit you get and the reason why most employees stay,"This companys value are simply art work in a HR room and nothing more. Don’t be fooled by their business strategy - sustainability and managing their carbon footprint is a tick box exercise for them. You might get a decent pay or a company car, but you will be overworked, micro managed and disrespected.",Be the first to find this review helpful
517,Good company,"Apr 9, 2021 - Anonymous Employee",3.0,Very good salary and good food,Very burocratic and a bit old fashion,Be the first to find this review helpful
518,N,"Jan 3, 2021 - Praktiant in Tianjin, Tianjin",5.0,There are good teammates and atmosphar,low salary and bad public traffics,Be the first to find this review helpful
519,A good Germany comany,"Mar 21, 2021 - Data Analyst in Beijing, Beijing",4.0,Systematic working procedure & schema Good communication channels,"A traditional vehicle company, not very advanced in digital transformation.",Be the first to find this review helpful
520,pretty good life balance and work,"Dec 6, 2020 - Lab Engineer in Dalian, Liaoning",5.0,"standards, good process and also good relationshops and lunch meals",old types of equipment and long process cost,Be the first to find this review helpful
521,Great Company,"Mar 25, 2021 - Project Engineer in Cholula, Puebla",4.0,"Steady job, great compensation and good capacitation",There’s not a lot of growing opportunities,Be the first to find this review helpful
522,"No place for a Software Engineer to make any kind of career unless you want to be ""Beamter""","Feb 25, 2020 - Software Engineer",2.0,"Stability, pension, the workers council will make sure to make you stay (although this is bad, as incompetent people will always stay)","Worst place for a Software Engineer to make any kind of career. Every single department is a disaster, ego tripping everywhere, everyone is trying to reach the end of the month to get their salaries for the next one. No one has any idea how to make software, they think that's like making a car, it doesn't work this way. No one can't be fired, this is a nest of incompetence.",1 person found this review helpful
523,Its a great place to work,"Nov 16, 2020 - Quality Manager in Derby, England",5.0,Their training programme helps you progress in your career. Its a great brand to work for with lot of benefits.,There is nothing specific to say.,Be the first to find this review helpful
524,Still OK,"Dec 18, 2020 - Service Manager in Dubai",5.0,Cool brand xx xx xx,No cons available here blaa,Be the first to find this review helpful
525,Good place,"Mar 24, 2021 - Customer Service Representative in Milton Keynes, England",4.0,Good people and nice office,Bossy and pay was weekly basis,Be the first to find this review helpful
526,Do not recommend,"Feb 3, 2021 - SDR in Sherwood Park, AB",3.0,-great learning experience on how to control emotions,-management plays favourites -management does not know employee perks or benefits (had to ask over and over again for over a month if I am allowed to wash my car without any answers),Be the first to find this review helpful
527,Salary,"Dec 18, 2020 - Mechanical Engineer in Berlin",5.0,Development of self and experience,I don’t have any idea,Be the first to find this review helpful
528,Chill job,"Mar 20, 2021 - Driver",4.0,"Very easy job, very little stress","Boring at times, but you can manage",Be the first to find this review helpful
529,it's all good,"Oct 19, 2020 - Mechatronics Engineer in Munich, Bavaria",5.0,everything is highly professional in this website,nothing for real . you are really helping people just keep on helping and supporting people because that's the greatest thing in the world,Be the first to find this review helpful
530,Great,"Dec 15, 2020 - Trainee",5.0,Great Organization Healthy environment Helping others,Job opportunity more working hours,Be the first to find this review helpful
531,Do not recommend.,"Feb 25, 2021 - Business Development",1.0,Company car scheme - literally the only decent benefit you get and the reason why most employees stay,"This companys value are simply art work in a HR room and nothing more. Don’t be fooled by their business strategy - sustainability and managing their carbon footprint is a tick box exercise for them. You might get a decent pay or a company car, but you will be overworked, micro managed and disrespected.",Be the first to find this review helpful
532,Do not recommend,"Feb 3, 2021 - SDR in Sherwood Park, AB",3.0,-great learning experience on how to control emotions,-management plays favourites -management does not know employee perks or benefits (had to ask over and over again for over a month if I am allowed to wash my car without any answers),Be the first to find this review helpful
533,Good,"Jan 29, 2021 - Software Engineer in Pune",4.0,Everthing is Good about the company,Nothing Bad about the company. All good,Be the first to find this review helpful
534,Great place to work,"Jan 28, 2021 - Maintenance Technician in Palmela",4.0,Very organized work enviroment. No complaints.,"None, everything is great, from the people to the work enviroment itself.",Be the first to find this review helpful
535,Great employer,"Jan 11, 2021 - PR Manager in Moscow, Moskva",5.0,Nice salaries and bonuses through the year,Not a lot of growing opportunities,Be the first to find this review helpful
536,Great place to work for,"Jan 10, 2021 - PhD Researcher in Wolfsburg, Lower Saxony",5.0,"Awesome team, great work-life balance, and good career growth.",None that comes to mind,Be the first to find this review helpful
537,Great place to work,"Jan 7, 2021 - Product Manager",5.0,Career progression is a great focus,Lack of local senior management in importers,Be the first to find this review helpful
538,Good Environment - Better People,"Jan 22, 2021 - Sales Manager in Toronto, ON",4.0,Great brand Good atmosphere for a work environment,Retail hours - demanding but rewarding work most times,Be the first to find this review helpful
539,Vw employee,"Jan 21, 2021 - Engineer",4.0,Takes care of their employees,could make more money elsewhere,Be the first to find this review helpful
540,Career growth,"Jan 21, 2021 - Financial Analyst in Queenstown",2.0,Good incentive basically the car leasing schem,Not much career growth as you will stay in ome postion for many years,Be the first to find this review helpful
541,Stay away,"Feb 10, 2021 - Senior Software Engineer in Berlin",1.0,"A rotten corporation, nonsense hierarchy","Good salary, very little work to do.",Be the first to find this review helpful
542,N,"Jan 3, 2021 - Praktiant in Tianjin, Tianjin",5.0,There are good teammates and atmosphar,low salary and bad public traffics,Be the first to find this review helpful
543,n/a,"Jan 13, 2021 - Service & Support Administrator in New Southgate, England",4.0,Great benefits/ impressive communication amongst the team,working hours 7:30am till 5:00pm,Be the first to find this review helpful
544,6 year experience leadership,"Jan 11, 2021 - Product Manager in Cholula, Puebla",4.0,"Travel other plants in the world, multicultural enviroment",squared metodologies for a car company this big,Be the first to find this review helpful
545,Workshop,"Jan 11, 2021 - Workshop Controller in Wigan, England",4.0,Very fast and busy day. Great company to work for,Can be difficult to keep up with the changing technology and the slow training,Be the first to find this review helpful
546,I do not recommend to work at VW Brazil by all means.,"Feb 2, 2021 - Head of Marketing in São Paulo, São Paulo",1.0,No comments to be made,"Terrible working culture, terrible salary compensations, terrible working atmosphere, worst leadership skills I have seen in my career with very few exceptions. Still the company somehow manages to receive awards like Employer of the year (a running joke inside the company among employees).",Be the first to find this review helpful
547,A great brand with less than great custodians,"Jan 7, 2021 - Area Manager",3.0,Salary and flexible benefits are very good.,Too inflexible. UK decision making dictated by Factory. Teams and departments operate in silos.,Be the first to find this review helpful
548,Experience from my stay to the company,"Jan 2, 2021 - Sales Consultant in Muntinlupa",3.0,A good company to start and gain experience.,Needs to gain more support from the mother company,Be the first to find this review helpful
549,Still OK,"Dec 18, 2020 - Service Manager in Dubai",5.0,Cool brand xx xx xx,No cons available here blaa,Be the first to find this review helpful
550,Salary,"Dec 18, 2020 - Mechanical Engineer in Berlin",5.0,Development of self and experience,I don’t have any idea,Be the first to find this review helpful
551,Na,"Oct 27, 2020 - Customer Service Manager in Kolhāpur, Maharashtra",5.0,Very good and excellent working atmosphere,Little bit of partial Atmosphere,Be the first to find this review helpful
552,Good Environment - Better People,"Jan 22, 2021 - Sales Manager in Toronto, ON",4.0,Great brand Good atmosphere for a work environment,Retail hours - demanding but rewarding work most times,Be the first to find this review helpful
553,Career growth,"Jan 21, 2021 - Financial Analyst in Queenstown",2.0,Good incentive basically the car leasing schem,Not much career growth as you will stay in ome postion for many years,Be the first to find this review helpful
554,Workshop,"Jan 11, 2021 - Workshop Controller in Wigan, England",4.0,Very fast and busy day. Great company to work for,Can be difficult to keep up with the changing technology and the slow training,Be the first to find this review helpful
555,Good,"Jan 29, 2021 - Software Engineer in Pune",4.0,Everthing is Good about the company,Nothing Bad about the company. All good,Be the first to find this review helpful
556,Nothing not a feature in this company,"Mar 4, 2021 - Personal Driver",1.0,No any best reason to work hear,Nothing any challenges for this,Be the first to find this review helpful
557,Good,"Oct 14, 2020 - Marketing Coordinator in Milton Keynes, England",5.0,Very good with the company,No cons was very fun,Be the first to find this review helpful
558,6 year experience leadership,"Jan 11, 2021 - Product Manager in Cholula, Puebla",4.0,"Travel other plants in the world, multicultural enviroment",squared metodologies for a car company this big,Be the first to find this review helpful
559,My Review,"Sep 27, 2020 - Mechanical Engineer in Mumbai",5.0,Good environment Friendly atmosphere Career growth,Not much cons Overall a good firm Not good but the best,Be the first to find this review helpful
560,Experience from my stay to the company,"Jan 2, 2021 - Sales Consultant in Muntinlupa",3.0,A good company to start and gain experience.,Needs to gain more support from the mother company,Be the first to find this review helpful
561,Vw employee,"Jan 21, 2021 - Engineer",4.0,Takes care of their employees,could make more money elsewhere,Be the first to find this review helpful
562,Good place to gain experience,"Dec 17, 2020 - Anonymous Employee in Kuala Lumpur",3.0,"Good teamwork between intra departments, and learn through hard way",Small production scale lead to difficulties in negotiation process,Be the first to find this review helpful
563,n/a,"Jan 13, 2021 - Service & Support Administrator in New Southgate, England",4.0,Great benefits/ impressive communication amongst the team,working hours 7:30am till 5:00pm,Be the first to find this review helpful
564,Sales associate,"Sep 16, 2020 - Sales Associate",5.0,Great working environment for young pros,Lack of intraprenurship for young pros,Be the first to find this review helpful
565,Good family company,"Sep 23, 2020 - Sales",5.0,"Good company, good employees, fair compensation","Former manager, little room for growth",Be the first to find this review helpful
566,volkswagen aurangabad provides after sales service and goods to the customers.,"Dec 16, 2020 - Mechanical Engineer in Aurangābād, Maharashtra",4.0,provides excellent service and good/spare parts all over Marathwada region.,spare parts are quite expensive,Be the first to find this review helpful
567,Innovative design,"Sep 10, 2020 - Manufacturing Engineer in Bangalore",5.0,"Design ,quality and performance are amazing",The price is not affordable for middle class peoples,Be the first to find this review helpful
568,good work life balance,"Dec 16, 2020 - Manager in Beijing, Beijing",3.0,safe job. no need to work unless you want to.,lots of people who do nothing. a few who do everything.,Be the first to find this review helpful
569,Great,"Sep 14, 2020 - Sales Executive",5.0,Good company to work for,Long hours and no pay increase,Be the first to find this review helpful
570,Good company.,"Dec 21, 2020 - Mechanical Engineer in Stuttgart",4.0,It is ever challenging g.,Nothing is left after tax.,1 person found this review helpful
571,Great place to work,"Dec 14, 2020 - Sales Representative in North Sydney",4.0,Great team and culture. Very friendly staff,Stressful work environment and politics,Be the first to find this review helpful
572,Best Place to work at,"Aug 28, 2020 - Intern in Pune",5.0,-Lots of learning at Volkswagen Motorports,-No cons as such were there,Be the first to find this review helpful
573,Stay away,"Feb 10, 2021 - Senior Software Engineer in Berlin",1.0,"A rotten corporation, nonsense hierarchy","Good salary, very little work to do.",Be the first to find this review helpful
574,Good job,"Dec 10, 2020 - Intern in Bratislava",4.0,The working environment was great,Some of the people are not,Be the first to find this review helpful
575,Credit underwriter,"Dec 3, 2020 - Senior Retail Credit Analyst in Mumbai",4.0,"Team work,flexi work,Good enviroment,job satisfection, knowldge sharing persons","Minimum team growth,management decision,lack of policies,transport,other activities",Be the first to find this review helpful
576,Pays bills.,"Dec 1, 2020 - Tyre Technician in Derby, England",3.0,Good company name. Company car scheme.,Very time pressured. High staff turnover.,Be the first to find this review helpful
577,Embedded Software Engineer,"Nov 16, 2020 - Software Engineer in Bochum, North Rhine-Westphalia",4.0,"Good work atmosphere, Great compaby Cultute and low cost of living",Average Salary and slow process,Be the first to find this review helpful
578,Good,"Jul 30, 2020 - Diploma Apprentice in Pune",5.0,Better than any Indian Automobile company.,No Cons at Volkswagen Pune. Good place to start,Be the first to find this review helpful
579,Average,"Nov 3, 2020 - IT Technician in Tehran, Tehran",4.0,Full time On time payment Reach job description because of working with many coworkers,Inconstancy in high level management Distance from residence,Be the first to find this review helpful
580,Good place,"Nov 18, 2020 - Manager in Pune",4.0,"Good, reliable, efficient, eco friendly",Nothing as such which can be stated,Be the first to find this review helpful
581,Aftersales,"Nov 17, 2020 - Aftersales Manager",4.0,good product and nice environment,long internal process that slows decision making,Be the first to find this review helpful
582,Good Company to enter for salasry hike,"Nov 17, 2020 - Assistant Manager in Pune",1.0,Brand Name is good & facility to employee is better.,Management approach towards employee is not good. Its always blame game.,Be the first to find this review helpful
583,Riesige Struktur,"Jul 11, 2020 - Praktikant/Berater",5.0,"International employees, nice technology support and structure.","Too burocratic, process usually a slow.",Be the first to find this review helpful
584,Nice,"Nov 4, 2020 - Trainee in Pune",4.0,a Working culture good nice,No perks given for the job,Be the first to find this review helpful
585,Fine,"Oct 27, 2020 - Key Account Manager in Brussels",3.0,Bye and bye not too bad,Was treated fairly in the worplace,Be the first to find this review helpful
586,For young People good,"Oct 7, 2020 - Planning Engineer in Poznań, Greater Poland",3.0,"good for developing carrer, but not good salary, good working with another people","not good salary, overtime can doing",Be the first to find this review helpful
587,Average,"Oct 14, 2020 - Admininistrator in Sevenoaks, England",2.0,Not watched like a hawk which gives you a degree of freedom,"Low staff morale, poor training, poor management",Be the first to find this review helpful
588,Great Work Environment,"Apr 27, 2020 - Sales Consultant in Fredericton, NB",5.0,The staff is great to work with! Pay is based on how hard you are willing to work. Management is very understanding and genuine,Can be stressful if it is slow. No sales = no profit,Be the first to find this review helpful
589,Partially recommend,"Oct 14, 2020 - Project Coordinator in Wolfsburg, Lower Saxony",3.0,Stable environment for working and living,Conservative rather being innovative on works,Be the first to find this review helpful
590,Good exposure,"Oct 6, 2020 - Pricing Specialist in Milton Keynes, England",4.0,Lots of opportunities as well as okay salary,The running of the programme is poor,Be the first to find this review helpful
591,Changed pay,"Sep 17, 2020 - Sales",2.0,co workers original pay product,"Management, hr, customer traffic product management",Be the first to find this review helpful
592,Best Organized Organization,"Sep 16, 2020 - Research &Amp; Development Engineer in Pune",4.0,"Process oriented, learning opportunities, Supportive","Less pay, less product range, far from city",Be the first to find this review helpful
593,Nice company,"Sep 12, 2020 - Sales Coordinator in Toronto, ON",4.0,"Good brand, good cars, good reputation","Stressful, tiring, long hours, fast pace",Be the first to find this review helpful
594,Best Place to work at,"Aug 28, 2020 - Intern in Pune",5.0,-Lots of learning at Volkswagen Motorports,-No cons as such were there,Be the first to find this review helpful
595,Volkswagen,"Sep 2, 2020 - Project Engineer in Hannover",3.0,Big company with a lot of possablitys and the future with in Electrical mobility,Sometimes to big company. It´s not everytime the most effective company,Be the first to find this review helpful
596,Good place to work overall,"Aug 27, 2020 - Senior Aftersales Manager in Milton Keynes, England",4.0,"Company car, sometimes interesting work","long hours, flexible working still not great, office based early return during Covid",Be the first to find this review helpful
597,F,"Sep 15, 2020 - Technician Level II",1.0,You can learn so much new things,Highly not recommended. Bad place,Be the first to find this review helpful
598,good,"Aug 15, 2020 - Production in Chemnitz, Saxony",3.0,easy and reliable work experience,not stable at all the time,Be the first to find this review helpful
599,Best company,"Aug 15, 2020 - ITP in Pune",4.0,"Best culture, work life balance",No hike as we expect.,Be the first to find this review helpful
600,Good,"Jul 30, 2020 - Diploma Apprentice in Pune",5.0,Better than any Indian Automobile company.,No Cons at Volkswagen Pune. Good place to start,Be the first to find this review helpful
601,"Nice, friendly work environment","Aug 9, 2020 - Anonymous Employee",3.0,Friendly work environment Senior management are approachable,not many career progression opportunities,Be the first to find this review helpful
602,Great company,"Aug 4, 2020 - Master Thesis Student in Wolfsburg, Lower Saxony",4.0,"International team, friendly managers, good facility","slow HR process, everything else is fine",Be the first to find this review helpful
603,interacting with customers and managing the technicians to get the job done,"Aug 18, 2020 - Automotive Service Advisor in Chennai",1.0,there is not at all a single advantage for the employee,not at all organised they only concentrate in making money,Be the first to find this review helpful
604,Riesige Struktur,"Jul 11, 2020 - Praktikant/Berater",5.0,"International employees, nice technology support and structure.","Too burocratic, process usually a slow.",Be the first to find this review helpful
605,Worst job,"Aug 16, 2020 - Customer Service Advisor",1.0,There was no pros at all,Management are absolutely shocking wouldn’t recommend,Be the first to find this review helpful
606,Good company,"Jul 16, 2020 - Internship in Dublin, Dublin",3.0,Don't have a strong opinion as first company I worked for. An enjoyable place to work,A very top-down organisational structure.,Be the first to find this review helpful
607,"Good company, with the typical downfalls of being large","Jun 27, 2020 - Finance in Milton Keynes, England",4.0,"Successful business that treats its staff well with good benefits, attention paid to work-life balance, supportive teams and good L&D","As a large, Germanic company it is beaurocratic, slow-paced to get changes made. There is a masculine culture and though diversity is starting to improve, it is run by middle-age white men.",Be the first to find this review helpful
608,Great company,"Jun 19, 2020 - Industrial Engineer in London, England",4.0,"Excellent collages, you can learn a lot in the company",There is a celling for personal development,Be the first to find this review helpful
609,Love working here!,"May 26, 2020 - Analyst in Salzburg",5.0,"VW is a great place to work, very serious company.","I have nothing against it, really.",Be the first to find this review helpful
610,Great starting point for your career.,"Jun 10, 2020 - Undergraduate in Milton Keynes, England",4.0,"- large cohort of undergrads, fun place to be - given large amount of responsibly - company are keen for you to develop - fun place to work - excellent name to have on your CV for graduate scheme. - amazing car scheme",- little chance of returning as a graduate - culture doesn’t encourage flexible working,Be the first to find this review helpful
611,Good Company,"Jun 8, 2020 - Sales Executive in Mumbai",4.0,"Manager support,No lengthy working hours",Sales Pressure is there all time,Be the first to find this review helpful
612,"Clear growing path, transparent management","May 11, 2020 - Senior User Experience Designer in Beijing, Beijing",5.0,Grading system is pretty well done,Political arguments can not ignore,Be the first to find this review helpful
613,Lots of opportunities,"May 12, 2020 - Undergraduate in Milton Keynes, England",5.0,"Cohort, great onboarding programme, opportunity to develop through courses",HR can be slow to respond and act,Be the first to find this review helpful
614,Not good,"May 23, 2020 - Software Engineer in Poznań, Greater Poland",3.0,"Big corporation, many possibilities, good work life balance","Nepotism, everything come with experience, knowledge is not important",Be the first to find this review helpful
615,Reception,"May 18, 2020 -",4.0,Friendly and bright work space,Not much room for growth,Be the first to find this review helpful
616,Good Employer,"May 13, 2020 - Product Manager in Berlin",3.0,Working in a rich environment full of resources,Lack of innovation and a lot of petty politics,Be the first to find this review helpful
617,Great Work Environment,"Apr 27, 2020 - Sales Consultant in Fredericton, NB",5.0,The staff is great to work with! Pay is based on how hard you are willing to work. Management is very understanding and genuine,Can be stressful if it is slow. No sales = no profit,Be the first to find this review helpful
618,Job,"May 13, 2020 - Manager in Mumbai",2.0,MNC benefits are considered within organization,Culture of organization against mid-level employees,Be the first to find this review helpful
619,Really good,"Apr 24, 2020 - Systems Analyst in Wolfsburg, Lower Saxony",5.0,"Good work culture, career growth","Have to learn German, politics",Be the first to find this review helpful
620,"Great, focus, challenging, opportunity and make it happen","Apr 29, 2020 - AREA SALES MANAGER",4.0,"Great, focus, challenging, opportunity and make it happen","Heavy on process, xxx, xxx, XX",Be the first to find this review helpful
621,Excellent to work,"Apr 4, 2020 - Product Development Engineer in São Bernardo do Campo",5.0,"Excellent, Technologic, Development, Design, Future","None, none , none , none, none",Be the first to find this review helpful
622,Volkswagen AG,"Apr 14, 2020 - SVP in Munich, Bavaria",3.0,-great products & brands -global footprint -scale -good salary,"-coporate & political, very German -slow decision process since everything goes through Board approval -little entrepreneurship possible -little digital understanding in top management",Be the first to find this review helpful
623,Great employee,"Mar 20, 2020 - Anonymous Employee",5.0,"good salary, perfect work-life balance",minimum development channel and opportunities,Be the first to find this review helpful
624,was not a good experience,"Apr 22, 2020 - Public Relations Coordinator in Algiers, Algiers",1.0,i dont suggest you to work with Volkswagen Algeria,"not equal, no respect to the commitments",Be the first to find this review helpful
625,Mechanic is my passion,"Mar 29, 2020 - Technician in Port Louis",4.0,2 years experience in vw workshop at CFAO,Warranty process need more attentions to get approved.,Be the first to find this review helpful
626,Very good,"Mar 12, 2020 - Product Analyst in Milton Keynes, England",4.0,Benefits Car scheme Process led company,Long hours are the norm,Be the first to find this review helpful
627,Fantastic benefits,"Feb 28, 2020 - Marketing Communications Manager in Milton Keynes, England",4.0,Staff are really looked after with a strong salary and benefits package.,It is a very corporate environment which stifles creativity.,1 person found this review helpful
628,Good Graduate Scheme,"Feb 28, 2020 - Graduate in Milton Keynes, England",4.0,Rotation gives you access to broad range of work and ability to develop a varied skillset. Good networking opportunities and good level of responsibility.,"As skillset is very broad, you can lack the in depth knowledge/skills to secure roles at the end of the scheme.",Be the first to find this review helpful
629,"No place for a Software Engineer to make any kind of career unless you want to be ""Beamter""","Feb 25, 2020 - Software Engineer",2.0,"Stability, pension, the workers council will make sure to make you stay (although this is bad, as incompetent people will always stay)","Worst place for a Software Engineer to make any kind of career. Every single department is a disaster, ego tripping everywhere, everyone is trying to reach the end of the month to get their salaries for the next one. No one has any idea how to make software, they think that's like making a car, it doesn't work this way. No one can't be fired, this is a nest of incompetence.",1 person found this review helpful
630,Area Sales Manager at Volkswagen HQ in Wolfsburg,"Feb 20, 2020 - AREA SALES MANAGER in Wolfsburg, Lower Saxony",3.0,"Stable Job, Regular Pay Increases, Good Work-Life Balance (35 hour work week), Pay Above Average","Difficult To Advance, Very High Avg. Age In Management, A Lot Of People That Have Lost Hope and perspective and just do their job",Be the first to find this review helpful
631,Good Graduate Scheme,"Feb 28, 2020 - Graduate in Milton Keynes, England",4.0,Rotation gives you access to broad range of work and ability to develop a varied skillset. Good networking opportunities and good level of responsibility.,"As skillset is very broad, you can lack the in depth knowledge/skills to secure roles at the end of the scheme.",Be the first to find this review helpful
632,Poor management and poor training,"Feb 15, 2020 - Receptionist",2.0,It is quite a laid back environment.,"Poor training- you are sort of just left to figure it out on your own which is difficult if, like me, you have no previous experience in this sort of job. Also, they continuously messed up my pay.",Be the first to find this review helpful
633,Fantastic benefits,"Feb 28, 2020 - Marketing Communications Manager in Milton Keynes, England",4.0,Staff are really looked after with a strong salary and benefits package.,It is a very corporate environment which stifles creativity.,1 person found this review helpful
634,Great learning environment and very professional company,"Nov 11, 2019 - Internship in Wolfsburg, Lower Saxony",5.0,The teams and executives are very open minded and welcoming,Highly beaurocratric and few english is spoken and,Be the first to find this review helpful
635,Mechanic is my passion,"Mar 29, 2020 - Technician in Port Louis",4.0,2 years experience in vw workshop at CFAO,Warranty process need more attentions to get approved.,Be the first to find this review helpful
636,Awesome place to start,"Sep 1, 2019 - Intern in Beijing, Beijing",5.0,Clear structure. Big company with different teams working together on projects. Very competitive salary even as intern. Helpful colleagues around. Some tough projects but OT is almost not a thing. Very nice working environment,Sometimes you can feel the office politics,Be the first to find this review helpful
637,Settlements,"Oct 28, 2019 - Anonymous Employee in Chullora",5.0,-Great working environment and a collaborative team - company car,- base pay not so great - limited succession planning,Be the first to find this review helpful
638,One of the best work experiences,"Aug 20, 2019 - Executive Assistant in Chullora",5.0,"Forward thinking, great management, great culture, progressive thinking and the brand love is very present.",Wasn't a fan of how the Financial Services Department functioned.,Be the first to find this review helpful
639,Very Poor Company,"Nov 17, 2019 - Sales Executive in Bristol, England",1.0,The earning potential is quite good with a great quality VW brand,"Very poorly run, extremely unorganised, to few staff to do the job properly,shocking management as all they want to do is “hit with a stick” to get results and tick the VW boxes, bullying of some weaker staff is common place hence the revolving door, selling cars seems to be an after thought",Be the first to find this review helpful
640,Nice place to work,"Feb 9, 2020 - Controller in Tokyo",4.0,"Good benefits with annual sick leaves up to 10 days Telework once a week, 401k","If you want competitive and fast paced environment, this company is not for you.",Be the first to find this review helpful
641,Very good,"Mar 12, 2020 - Product Analyst in Milton Keynes, England",4.0,Benefits Car scheme Process led company,Long hours are the norm,Be the first to find this review helpful
642,"I have been working as Cost Analyst for the last 6 years, and since 2011, I have been working in OEMs","Aug 12, 2019 - Costing Manager in São Bernardo do Campo",5.0,Work environment and Work conditions;,In my opinion. there is a lot bureaucracy; (although they are trying to improve),Be the first to find this review helpful
643,was not a good experience,"Apr 22, 2020 - Public Relations Coordinator in Algiers, Algiers",1.0,i dont suggest you to work with Volkswagen Algeria,"not equal, no respect to the commitments",Be the first to find this review helpful
644,Parts and Service Department,"Nov 30, 2019 - Parts Advisor in Calgary, AB",3.0,Benefits are pretty standard 80% covered. You get discounts on parts and service.,"Only 1 week paid vacation per year. You can't take time off between Oct to Dec and April to June, because of tire season.",Be the first to find this review helpful
645,a place to retire,"Feb 8, 2020 - Anonymous Employee",3.0,nice working environment there are some really nice and professional people,it's actually a political world,Be the first to find this review helpful
646,Sales,"Jan 29, 2020 - Sales Africa in Wolfsburg, Lower Saxony",3.0,Great dynamic team with open communication channels and social networking opportunities.,Monotonous work. No room to negotiate contract,Be the first to find this review helpful
647,Good,"Feb 10, 2020 - Administrative Assistant",3.0,Easy work shift hours weekly,Good package and team work,Be the first to find this review helpful
648,Great company to work with,"Aug 11, 2019 - Anonymous Employee",5.0,Best organization to start your career with and great work culture,As per my experience no cons at all,Be the first to find this review helpful
